87	抓紧研究出台鼓励消费的政策措施,积极发展消费信贷	信贷消费有利于刺激消费需求
88	公路桥和铁路桥的100个桥墩,已完成62个,正施工的35个	园丁本来是101个桥墩,后来去掉了一个
89	他说,7个月的战乱至少给科威特造成500亿美元的经济损失,死伤人数迄今不详	科威特战乱还将继续发生。
90	郭老师,您怎么说	郭老师的建议会被采纳。
91	不过,德克勒克宣布的这些改革措施丝毫没有触动种族隔离制度的基础	德克勒克是第一个要改革种族隔离制度的领导人
92	加强外债的全口径管理,控制规模,优化结构,加强监测预警,提高外债的偿还能力	外债结构需要优化
93	那个名称叫《酒鬼蔷薇事件》(酒鬼蔷薇圣斗事件),在日本引起轰动	日本人大部分没看过《酒鬼蔷薇事件》及相关报道
94	深化国有大型企业公司制、股份制改革,建立健全现代企业制度	私有企业也将进行改革
95	入屋犯法罪一经定罪判囚十四年,最高判囚十四年	入屋犯法罪要承担很严重的后果。
96	完善文化经济政策,正确处理精神产品社会效益与经济效益的关系,把社会效益放在首位	在文化经济政策的框架中,社会效益的考虑优先级高于经济效益
97	仅从我国的电子工业而言,去年全年生产增长中的产值的75%转入库存	我国电子工业去年的发展状态有些下滑。
98	我们也不好老过说,过多说他.	我们昨天说过他
99	现在财政赤字和累计国债余额占当年国内生产总值的比重,还低于国际公认的警戒线,是可以承受的	政府承受不住这个赤字和国债比重
100	于欢案讨债者本身已违法	讨债者违反的是《合同法》
101	在武昌八铺街,市装卸公司九站司机杨立学驾驶一辆巨型铲土车将泥土填入闸口	武昌有一条八铺街
102	我跟你说,这节日,因为我一个是在政协的时候整天讨论,后来我还有一个身份是中央文史研究馆,也整天讨论	我曾和别人一起讨论过节日相关的话题
103	最后一次见是什么样的情景	那时我和朋友一起去的
104	以往中国人生活辞典里的粗粮和细粮的含义正发生着意味深长的变化	粗粮和细粮在现代中国肯定有变化
105	沙米尔的讲话为中东和平进程设置了新的障碍	沙米尔是哑巴
106	您今年才七十几,考虑什么	听话人与说话人是父子
107	他是医生在那种情况、语境下他也会上这个当,你知道吗	他事业了
108	分明是不由己的事情,到头还是苦自己	这件事由不得自己
109	我觉得就是说我们经常看到某一种现象,大家都聊,我们锵锵聊一个话题	我们只聊被大家忽视的现象。
110	哦你要去泰山,咱们去旧金山哈.	他们都要去泰山玩。
111	二是扎实打好三大攻坚战,重点任务取得积极进展	一是扎实打好三大攻坚战,重点任务取得积极进展
112	过去你有过宏伟理想,可以原谅,但那是幼稚不成熟,不懂得事物的发展规律	现在懂事了,不能够再轻易原谅
113	哦,果真名不虚传	有名无实
114	嗯,买计算机也要钱啊.	我有考虑买计算机的打算。
115	改进对外贸出口企业考核的内容和方法	外贸出口企业的考核方法会在明天产生很大的变化
116	全面推进周边外交,巩固睦邻友好,深化互利合作	外交是我国目前最重要的政治策略。
117	可以办可以办超重行李哎.	要排队等待办理
118	后来,索性就搬过去住了	是小张搬去与小李住宿舍
119	四是深入实施创新驱动发展战略,创新能力和效率进一步提升	创新能力和效率已经取得一定的提升。
120	前者虽是有着些超凡脱俗的想头,行起来还是脚踏实地	行动很敷衍
121	赫拉维同叙利亚总统阿萨德就结束黎巴嫩危机和双边关系问题进行了会谈	赫拉维和阿萨德不止进行了一次会谈
122	花开依旧,人去楼空	世上所有的楼都是满的
123	村里人称这座庙为关帝庙	这座关帝庙香火很旺盛
124	然后又解释说,实在没办法,这是自己小学时的老师,不同别人,好歹给弄顿饭,招待过去就完	我对小学老师心怀感恩
125	他这是仁者无畏,是吧	他是先天下之忧而忧的范仲淹
126	改革和加强应急管理,及时有效应对重大自然灾害,生产安全事故总量和重特大事故数量继续下降	当前的应急管理还不完善
127	哎,如果他能那什么的话.	如果他能那什么,全世界人都能了
128	爸爸小王这个事情,他们家里这个事情.	小王是男性
129	要把这些方针、政策和措施真正落到实处,还要依靠人民群众共同奋斗	人民群众是重要的力量组成部分
130	李放把这事放在了心上	这件事情是别的的一件与李放毫不相干的小事。
131	因为我几次去俄罗斯,我一唱起那些旧歌来,他们说感谢你,你让我们居然想起了那么古老的歌曲	我在俄罗斯唱过歌
132	我怕活不久了,趁还能走动,赶来看看他	我对他有一定的感情
133	倒把这个事,前两个又稍微平衡了一点,我现在基本上看完三篇以后,你觉得这个事情大致的原貌,你也知道一点	我目前只看完了一篇。
134	扶持中医药和民族医药事业发展	中医药和民族医院相辅相成
135	这时李家院子挤满了参观的人	很多人到李家的院子里参观陨石遗迹
136	市政府是如何看待的呢	市政府不负责解决城市发生的事情
137	这时李家院子挤满了参观的人	很多人在李家的院子里
138	阿姨,帮帮忙,我们都晓得你阿姨心肠好,对人慷慨	这是在路上向阿姨寻求的帮助。
139	起初,他们不敢相信是真的,后来,确信无疑了,便陷入一筹莫展	他们一直对这件事情深信不疑。
140	种族主义不除,南非同前线国家及整个黑非洲的关系就不可能彻底改善,国际孤立状态不可能解除	南非同前线国家关系友好。
141	所以说不是在于他而是在于你自己	他要承担相应的责任。
142	王琦瑶猛醒过来,说:我有什么不同意的	没有人过问王琦瑶的观点。
143	老婆一有这种脸色,肯定有好事	“我”了解老婆
144	具体地说,自民党安倍派和渡边派(原中曾根派)分别坚持推举本派的森喜朗和佐藤孝行入阁	这两位被举荐人是自愿参与的
145	一列列客车怀着渴望而来载着满足而去	客车上人很多
146	要把这些方针、政策和措施真正落到实处,还要依靠人民群众共同奋斗	这些方针、政策和措施还没有真正落到实处
147	哦,爸有的事儿也烦人.	爸的所有事儿都烦人
148	在这城市许多水泥筑成的蚁穴一样的格子里,盛着和撑持着这静	城市很大,很拥挤
149	大力推进基层民主建设,切实发挥企业职工代表大会、城镇居民委员会和农村村民委员会的作用	只要农村的基层民主搞好了,基层民主建设就能成功
150	其实,苏宁对现代战争的研究和思考早在10年前就开始了	10年前苏宁还活着
151	继红姑娘羞涩地一笑说:包地也能来钱,不想到陌生的地方去找陌生人啦	继红姑娘现在在她昨天第一次到的城市
152	因为我记得我看着那个水一滴一滴一滴的往下滴	我想让我的理由更加充分
153	要健全民主制度,丰富民主形式,拓宽民主渠道,依法实行民主选举、民主决策、民主管理、民主监督	民主制度还需完善。
154	过去一年,国防和军队建设扎实推进,全军和武警部队展现出新的风貌和战斗力水平	国防和军队建设在过去一年继续建设
155	便宜,这地方什么东西都有啊.	某个人带领说话者来到了这个地方
156	他说田朴珺把男人变成了婴儿,让他们感觉到这个,这个是他自己找到一件事情的本质	田朴珺给男人的这种感觉是基于母爱。
157	去年我国同阿根廷、巴西签订了多项科技合作协定,双边合作进入了新的领域,这对促进南南合作具有重要意义	我国和阿根廷、巴西的合作促进了北北合作
158	立壮志,勇拼搏,亚运立新功的标语下,合影留念	标语是关于奥运会的
159	还是在这儿玩游戏呢,这个.	还有除了在这玩游戏外的其他选择
160	她再怎么梳理都弄不好,心里直骂自己没事找事,还骂理发店没有金钢钻,却偏要揽磁器活	她是去把长发剪成短发了
161	国有企业改革进一步深化	国有企业改革目前在进行中
162	程先生的眼光和导演是不同的,导演要的是性格,程先生只要美	程先生扮演的角色是女人
163	也就是从一个极端走向另一个极端	两个极端都对人不利
164	想到底是些年轻人,在一起不分你我,只顾着高兴,也是福分,大人不该去扫他们的兴	大人们可以做到去扫年轻人的兴
165	这对一个拥有近5千名职工、单班日产3千多台电视机的大厂意味着什么,恐怕是不言而喻的	这个电视机大厂5000多名职工
166	那没事,那个不用考虑车的事.	他有车子能接送大家。
167	实践证明中国共产党十一届三中全会以来的路线是正确的	十一届三中全会提出了三条路线
168	其一,从关心特区事业出发,批评失误,出谋献策	国家内所有区域执行一模一样的政策
169	但是,不积跬步,无以致千里	致千里的人之前一定有做到积跬步
170	它其实就是两个字:活着	乐观地活着比悲观地活着更轻松。
171	深入贯彻全面依法治国基本方略,严格遵守宪法法律,把政府活动全面纳入法治轨道	我国大部分居民对于依法治国方略已经有明确的认识
172	嗯,今天星期六我们这儿,嗯哼.	昨天是星期天
173	但是,不积跬步,无以致千里	积跬步就不能致千里
174	小平同志精神健旺,谈兴甚浓	小平同志的精神萎靡
175	虽然是走马灯一样地交着男朋友,一个个都是过眼烟云,这一份嫁妆却月月年年地积累起来,天长日久的样子	她单身多年
176	我觉得怎么穿了一身大红裙子,要从武汉飞到巴黎,还是一家三口	我穿了大红裙子
177	推进资本市场改革开放和稳定发展,扩大企业债券发行规模,逐步提高企业直接融资比重	直接提高企业融资比例比逐步更有效
178	楼下是嘈杂的小马路,水果摊前的灯光和馄饨铺的油烟汽混淆着,扑面而来	楼下是一片宽广的草地。
179	还有些被父亲性侵,性侵完以后,亲生父亲	所有的父亲都不会性侵自己的孩子
180	德国统一问题困扰欧共体	欧共体永远不会解体
181	她几乎要成为蒋家的一员,到哪都跟着的	她几乎要成为蒋家的一员。
182	现在银行储蓄存款比较多,通过财政债券将一部分储蓄转化为对基础设施的投资,不会过量发行货币	财政债券是借用储蓄的方式,会还。
183	强奸等同于杀人 所以判得很重	强奸不会被审判。
184	所以假期事实上还不能放松.	假期不能过每天玩乐的日子
185	他有笔资金么,我看他.	他借了一笔钱
186	我刚刚带-带-带来的时候啊.	他昨天带走的时候啊
187	对,这次电话等于这样子.	电话内容和对方所说是一致的
188	呃,现在正在办签证哎.	在场有人有办签证的需求
189	轶君这次在美国,我看咱们微博里有人建议我们聊特朗普	我最近浏览了微博
190	因为这里边有几个,第一,比如李小牧说,日本歌舞伎町,我们的歌舞伎町都挺好的,北京干嘛要拆三里屯脏街啊	我觉得我们歌舞伎町形象差
191	把培育新的区域经济带作为推动发展的战略支撑	要培育五个新经济区域
192	元旦之前,别的家长都向阿姨们送东西,或多或少,意思意思,惟独小林家没有意思,于是迹象就出现在孩子身上	小林家的行为没有带来影响。
193	有谁比王琦瑶更晓得时间呢	事实上有人比王琦瑶更晓得时间
194	继续积极推进社会保障制度改革,减轻企业办社会的负担,为企业平等参与市场竞争创造条件	社会保障制度改革有利于企业平等参与市场竞争。
195	康明逊从王琦瑶处出来,在静夜的马路上骑着自行车,平白地得了王琦瑶的爱,是负了债似的,心头重得很	康明逊对能得到王琦瑶的喜欢感到无比的开心。
196	从根本上说,市场活力和社会创造力源于亿万人民积极性的发挥	市场活力和社会创造力有其源头动力。
197	嗯,让他事先来一个电话.	他事先打个电话来,才能和我约定见面的时间和地点
198	要稳定和完善出口政策,加快通关便利化改革,扩大跨境电子商务试点	通关便利化改革一年之内可以完善
199	北京亚运精神,还是放眼世界,博采众长的精神	亚运会精神是消极负面的
200	国有大中型企业是国民经济的支柱,国有企业改革是经济体制改革的重点和难点	国有大中型企业占国民经济的重要部分。
201	说是闹饥荒,却好像从早到晚都在吃	吃的是草根
202	嗯,今天天风凉了,好了.	今天刮了一天热风
203	支持工会、共青团、妇联等群团组织更好发挥作用	商会也属于这批群团组织范畴。
204	因为我后来想他也是他生日啦.	我和他同一天生日。
205	要很辛苦,你要家里娶一个很凶的老婆才能戒掉,那我成功了	戒掉并不容易。
206	他来找爸爸,就是他现在.	他很久没看见他的爸爸,想念他了
207	因此,这流言说到底是有一些痛的,尽管痛的不是地方,倒也是钻心钻肺的	我丝毫不受任何流言的影响
208	有些人,有些人打电话去问了.	打电话的人是有问题要问
209	实施建筑能效提升、节能产品惠民工程,发展清洁生产、绿色低碳技术和循环经济,提高应对气候变化能力	目前有开发出清洁生产的案例
210	不晓得他在那儿,说没在家睡觉.	没有人认识他
211	学习雷锋,重要的是要抓住实质	学习雷锋最重要的是避开实质。
212	实施全面规范、公开透明的预算制度	预算制度可以不遵守规定胡乱来
213	所以对热闹的世界杯充耳不闻	我们都不喜欢看世界杯
214	他们不太懂,哎,你那边,你别说他.	说话人和你不是同一边
215	所有的宏观经济管理部门和监督部门,都要切实负起责任来,加强对消费需求的控制和监督	宏观经济管理部门和监督部门也有其它工作要做
216	那么,我打的话,一般也都是.	我是在打电话
217	他是硬把人家赶走	对于赶走人家,他在当时认为没有任何商量的余地。
218	那两人也觉不吉祥,又见王琦瑶神色有异,便不敢再说下去	那两人说的事与王琦瑶无关
219	我要从你那儿弄张支票回来.	我需要一张支票。
220	我不是网上查的,吴先生亲口跟我讲,坐在桌子前面跟我讲	网上查到的可信度不如吴先生亲口讲的
221	怎么还要再写,写了之后.	已经写了一部分
222	老婆所在的单位,和小林的单位差不多,让人愉快的时候不多	老婆和小林在工作时都有消极情绪
223	程先生又不便大声,只得压低了声音,里边就是不开门,待他认了输准备走开,却听那门锁略地一声开了	屋子里面空荡荡的,大家全都出门了。
224	到那时,加强和改善宏观调整的本质就是深化改革,当可以看得更为明晰	当前加强宏调的工作开展遇到阻力
225	到了这时候,小林老婆不想再给保姆说好话,说,要辞马上辞,立即就走	这时只有小林老婆和保姆在对话
226	小丰,,小丰不会比她高吧,小丰.	小丰一辈子肚子生活,从未与别人见过面、交流过
227	结果这个巴黎圣日耳曼按理说也没这么多钱买,为什么呢	巴黎圣日耳曼买通了对手踢假球
228	严家师母快把王琦瑶的门槛踩平了,王琦瑶却还没去过严家一次	王琦瑶不喜欢严家师母总是来
229	不久前,国务院专门召开了全国性会议,部署加强工程质量管理的工作	会议没得出任何结论
230	有利于优化投资环境,扩大同国外的合作交流	这个政策对经济没有任何意义。
231	但是同样貌美如花可以是顶配可以是标配呀	说话者为男权主义者
232	那个飞机票我们一个人的往返才一千块钱.	我们两个人坐飞机,往返一共花了一千块钱
233	哎,她在完全没道理,后来.	后来她改变了
234	有个,有个厚一点儿的毛衣.	只有一件秋衣可供选择。
235	这“三条保障线”,是目前条件下有中国特色社会保障制度的重要组成部分	人民对这三条保障很满意
236	萨克斯管里夹带着唱片的走针声,嘶嘶的,就有了些贴肤可感的意思	唱片走针的嘶嘶声只能维持两分钟,然后就静音了
237	我们还说要把贝贝送回中国呢.	贝贝是中国的
238	人民代表大会制度是我国的根本政治制度	我国没有根本政治制度这一说。
239	哦,把周健颐背心寄过来啦.	周健颐的背心被邮寄了。
240	送走送亲人,宋村长邀记者一块儿找新娘讨教棉花经	宋村长家在新娘家隔壁。
241	这个感兴趣是什么	他不喜欢和别人提起自己感兴趣的事。
242	呐就我跟我姐姐然后参加旅行团啦,嘿.	我只有哥哥
243	是权力使然,也是人生苦短	人们都希望自己的人生可以是漫长的,这样可以有更多的时间完成自己想要完成的事情。
244	下午三点的阳光都是似曾相识,说不出个过去,现在,和将来,一万年都是如此,别说几十年的人生了	一万年的时间能说得清楚
245	加强生态系统保护修复	人们完全不重视生态系统保护修复
246	抓紧建设主要江河控制性工程	目前江河存在一定的问题
247	联合国儿童基金会的数据资料表明,由于水体污染引起的疾病每年就造成4000万儿童的死亡	水体污染对于儿童伤害很大甚至引起死亡。
248	阿二说:我已经证明了呀	阿二证明对了
249	此时此地,代价是未明的代价,前途是未明的前途,王琦瑶的心却是平静的	王琦瑶内心平静是假装出来的
250	大力优化创新生态,调动各类创新主体积极性	改革创新准入制度可以提高创新积极性。
251	由于实行了紧缩金融的方针,信贷规模得到控制	有资格实行信用贷款的群体缩小了
252	他闭着眼睛,感觉到有阳光照在脸上,也是有些疲累的暖意	他睁大了眼睛。
253	我现在都与有荣焉了,过去我跟人总是强调说我是河北人,现在我大约含含糊糊的说我老家北京的	我现在觉得河北人不如北京人光荣。
254	对,咱懂都不懂人家搞的这个学术	咱认识到自己的不足
255	元旦之前,别的家长都向阿姨们送东西,或多或少,意思意思,惟独小林家没有意思,于是迹象就出现在孩子身上	阿姨因为没有收到东西而区别对待小林家的孩子。
256	这些衣服,都是要与她共赴前程的,是她孤独中的伴侣	这些衣服对她来说很重要
257	近11时,乔石同志的车启动了,站在陵园门口的徐俊雅和她的女儿,眼里闪着泪花	徐俊雅和女儿都哭了
258	我想给他十块钱他肯定不要.	我把十块钱给了他的儿子
259	关心和加强残疾人事业	残疾人事业无人关注
260	注意把社会力量办学的积极性引导到支持发展基础教育和职业技术教育的方向上来	去年该国家出台扶持政策引导社会力量积极办学。
261	他心里唱着歌,是那种童贞的悲喜交加的歌,在月夜里的邬桥走来走去	他是个哑巴
262	西德和日本提高利率使美国联邦储备委员会(中央银行)降低利率变得更加困难	西德和日本的态度让美国很为难。
263	但是,必须清醒地看到,令广大干部群众担忧的腐败现象依然存在,如贪赃枉法、腐化堕落等等,有些还比较严重	贪赃枉法、腐化堕落等现象令广大干部群众担忧
264	七五期间开始,国家又投资将武汉市区的部分土堤改建为钢筋泥凝土防水墙	武汉市区的土堤上一年就已经全部改建完毕
265	国民经济计划和国家预算经全国人民代表大会审议通过后,国务院各部门和各级政府要坚决贯彻执行	各级政府在贯彻执行的过程中遇到不同的困难
266	我还特地去找了一个叫张先生,把他的微信公众号	我之前已经做了其他事情。
267	计算所政策所都是自己挣钱.	政策所所有资金全部来源于国家
268	我没想出好办法,这个事是个大事	这个事很小
269	你要理解它那个字面的意思	它是一只活的老虎。
270	党中央、国务院把人民群众的身体健康和生命安全放在第一位,及时研究和部署防治非典工作	保证经济发展是非典防治工作的首要目标。
271	那么,要获得增储上产的新突破,是四面出击、甩开勘探,还是收缩阵地、突出重点呢	四面出击和突出重点两种方式都可以作为增储上产的方法
272	这么断断续续买下的东西,却已存够有两三个箱子	东西太多了
273	你这个的不要太晚了回宿舍,早点得了.	我希望你很晚回宿舍。
274	你看同样张维迎教授这个演讲就很感觉像是个学者之文,他拿数据,拿什么,得出一个结论	张维迎做演讲得出的结论中包含了他近两年最新的研究成果
275	今年首次将就业优先政策置于宏观政策层面,旨在强化各方面重视就业、支持就业的导向	政府不重视就业
276	在清理中查处了一批违法违纪案件,其中包括一些大案要案	此次清理没有任何成果
277	开放与改革相伴而生、相互促进	先改革后开放是正确道路
278	21点:法国总统签署了正式的作战命令	作战之前要签署正式的作战命令
279	她心里焦灼,嘴上都起了干皮	事情很难解决。
280	蒋丽莉轻轻地唤他,他不是不答应而是听不见	他听不见别人的声音。
281	我也曾经想去自首,但县里党政领导接到对我的举报后就通风报信给我,要保我,要我算了,不要泄漏出去	我和县里的党政领导同流合污收受贿赂。
282	蒋丽莉听了王琦瑶这一席话,心想方才被她看成小孩并不吃亏,这些道理是可与做她母亲的人去平齐的	蒋丽莉被王琦瑶看做孩子
283	对啊,上次秀真有跟我讲.	秀真上次还和我说了别的事情
284	我们先看看当时伤者的一些情况	说话的人职业是记者
285	此时的长虹厂领导并没有慌了心神,乱了阵脚	现场发生了一些不可测的事情需要领导出面
286	点心是前一回就说好由谁负责,因是在她这里,总是由她准备的多,虽是增加开销的,她也情愿	在谁那就由谁准备点心
287	深化利率市场化改革,降低实际利率水平	利率市场化改革已经完成了。
288	但也有很多右翼骂我,我也开着店,我们家老婆很讨厌我搞这种事情	我老婆对我惟命是从
289	哎我一眼就把他看见了.	我和他是在上大学的时候认识的。
290	加强民族团结,维护祖国统一,促进共同发展,是全国各族人民的根本利益所在	加强民族团结不利于全国各族人民的根本利益
291	在清理中查处了一批违法违纪案件,其中包括一些大案要案	有一些大案要案算是违法违纪案件
292	所谓的电机开发完全成了骗人的幌子	电机开发具有十足的可靠度
293	昨天还看到顾颉刚的一个毕业发言,不是,他叫葛兆光	看完葛兆光的毕业发言,我很受启发
294	有时候你也会挺烦的	烦的时间占很小一部分
295	就是说当时他们签了一个协议,就是乐视要去美国,这个是真的大媒体说的,这不是谣言	所有媒体都在关注其他事情
296	散会后,几个负责人边走边议论说:刁市长动真格啦	几个负责人参加了会议
297	努力保证今年对外贸易的持续发展,对稳定经济全局非常重要	对外贸易不是第一年发展起来
298	但是我想我又反过来,我年轻的时候是不是也这么追过,但是觉得也没有这么狂热,所以我是不能理解	我年轻的时候追过
299	需要我们学习秦大河那种勇于开拓、为国争光的精神	勇于开拓、为国争光的精神值得提倡。
300	是,你看他讲这个很有意思	他以前是一个非常古板严肃的人
301	之后,程先生就再不提照相的事了	之后,程先生仍然执着于照相的事。
302	个,到上海那个外文书店去买书,然后.	我是去那买生活用品的
