102	想念一个人的时候，是如影随形，无所不在。在熟悉的楼下，看到熟悉的影子，走进却不是熟悉的脸庞，冰冷失落直袭心头，顿时就落下泪来。为什么总能为一个人反反复复的心痛。我明白he'sjustnotthatintoyou
103	早上还在鸡冻满30天晚上立刻就加到10公里含泪跑完庆幸自己还活着以为能得到表扬结果一句你跑这么慢别人跟你一样的时间15公里都跑到了。。。我只好装可怜说我脚都磨破啦【是真磨破了。。。结果依然不屑的回我一句你就不能买双好点的跑鞋？。。。
104	拍立得与现实世界结合的创意摄影
105	内谁去法意兜了十天硬生生木有买到俺要的SAFFIANO，非要去专柜么，好累，不会再爱了。明天要去电信剪卡，据说要出示工作证，刷脸不行么，好累，不会爱了。
106	事事不顺，我又不是摇钱树，为什么什么事都来找我？
107	敢于创新【加油】【加油】【加油】
108	我确信那时候的我，原来我也曾是我羡慕的。
109	郁闷死了，就知道霉，没想到这么霉，想着路远就算了，还要“坐台”，烦死了。。。。。
110	哄自己开心也是一件很难的事……买了衣服，买了鞋子，也只是买了一小时的快感，满肚子委屈还是咽不下去……
111	地方撒
112	筑城声酸嘶，汉月傍城低。白骨若不掩，高与长城齐。
113	电脑中毒了是吗，一串英文藐视我没学过计算机。
114	兵哥哥每天一个电话，呵呵，小幸福有没有。再坚持一个多月，等下了连队，我们就可以见面咯♥[鼓掌][亲亲]
115	梦里挣扎伤口太多，为爱忍耐不敢难过，我在平地倾跌过，太害怕分离那凄楚、熬得起放不过、立誓真心却为何，跟某个他卿卿我我，流泪了也结束，嬉笑忘我________
116	随意逛街的时候一不小心逛到喜欢的鞋喜欢的裙子[哈哈]
117	怎么吉杰也上我是歌手了么，所以现在是快男包了我歌么？
118	感觉好失望也许这次真的行不通
119	我特别讨厌有的人ktv，找你合唱的歌，自己却握着麦克风不撒手，从头唱到尾，中间都不带换气的！也根本不给你机会，这是什么鬼？你想自己唱就自己唱好了嘛！干嘛还要再抓上一个人？让他给你伴舞啊？
120	虚伪真的是一件让人恶心的事情[悲伤]真的很难受
121	不争气的眼泪又在吧嗒吧嗒的掉，原来爱一个人也有错。
122	我真不希望被有些讨厌的人关注，一定要恶狠狠的移除他们。
123	其实你的女友在网络上谈恋爱很正常，因为你不可能是第一个亲吻她的人，你也不可能是第一个看到她赤裸的人，不要嫉妒和怨恨，没有明星们占据少女的心灵，她们根本就想不起和你要谈感情.你只要做第一个探进她禁地的人，你就是最幸福的一个了。
124	散心，看见小区里一二十出头的小伙子冲着他自个儿养的汪星人＂宝贝儿＂、＂宝贝儿＂地叫得亲热。记得有次和某人约会，我到地方的时候就听到丫嗲不拉唧地喊了一声＂宝贝儿＂，我当时那个爽啊，心想你丫居然也有今天，怎想定睛一看，这丫居然在逗猫……[生病]
125	马年吉祥！马上有钱，马上有对象，马到成功！噔咔啦✔噔咔啦～
126	我们讨厌世界是因为看不清同样复杂不干净的自己。
127	现在真的很喜欢那些COSER啊，很羡慕的啊。只不过是空有想法而已……
128	下午三点多，只一句'我想吃凉皮了'，你就冒着雨、大街小巷地去找去问，过了很久你回来了，湿透了鞋子，有点丧气地告诉我没买到，考虑到我没吃中饭又要忌口，就买了鸡排汉堡和红豆奶茶，看着我乖乖吃完才走开。[泪][泪]
129	无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊无聊
130	就是看着孔明灯慢慢变成天上最亮的星星[哈哈]
131	朋友，要经历久了才知道合不合适。一早地抱太多希望不过也就一厢情愿。
132	突然发现，原来自己有时候做事的出发点和目的太单纯在某些情况下对他人是一种沉重的刺痛和毫无保留的伤害。
133	山中无老虎，猴子称霸王！一点意思都没有！！！
134	没吃饭，饿死我了，呜唔……车站东西真心贵啊，都是按倍数卖的哦，伤不起……
135	我。爱。具。惠。善。
136	看快男是为了看评委，谁跟我一样，举个小手。。。。四个都喜欢，尤其春春，180秒点评时间根本不够
137	曾经的那些执着都只是曾经、因为我的单纯、所以毁了那些曾经。那些友谊破碎了、曾经的都只是曾经、再多的对不起、也不会挽回。见面的尴尬、我也不知道该如何挽救。只能默默的说声对不起！
138	我要怎么办啊？我说不出来啊。这些天老是没事就哭，莫名其妙
139	初中时候看的电视剧，看看自己现在那个时候。真是青涩
140	今晚我究竟伤害了多少个人了不是故意的
141	生命是一个过程，可悲的是它不能重来，路不通时，学会拐弯；心不快时，学会看开；棘手的事，难做时，学会放下；欲去的缘，渐远时，选择随意。有些情，淡一淡，就释然了。有些累，停一停，就休歇了。有些苦，笑一笑，就冰释了。
142	发了疯似的，从第一秒到最后一秒，想要回忆点什么。果然是会胡思乱想，不过对未来还是很有信心的。我知道一切都会好的。
143	今天听到一句最贱的话“你看这个小孩儿像我不”“你家小孩肯定像你嘛”“不是我家小孩，我高中女朋友家的孩子”
144	手机刚刚没放好摔的屏四分五裂[泪][泪][泪][囧]
145	真的是郁闷到了。[生病][生病][生病]
146	我判你死刑。鞋带，你死结得了！
147	红酒鸡，红酒鸡，到底是红酒把我撂倒，还是鸡把我撂倒了......
148	如此幸运，与你相恋!
149	自从食堂的红烧肉炖土豆从两块五涨到三块五我就没有打过了，今天晚上突然想吃的时候发现尽然涨到四块五了。。。。
150	突然有点庆幸最近这么忙〜〜
151	咖啡，冷。
152	希望坠毁的马航飞机乘客们能生还!
153	又回到学习物业师的时候，每天督促我，恨铁不成钢，我自己也着急，可就是拖拖拉拉[泪]。我自己也着急[泪]。为了以后都不生气，我得提高我得效率了！都别生气了。。。成长的幸福！幸福的是还有人督促。
154	可能或许大概我们本地进行了一下网络自查，所以BBM掉线两天，webfreer和谐两天，刚刚发现webfreer能用了，BBM也上线了。。。
155	儿阿！我妈在旁边看电视，里面那个男的长的好象郭敬明。。。的脸加韩寒的身高！！！
156	看着这几天的天气，我就笑了，乌云密布以为是要狂风暴雨，结果却是云开雾散，······晴空万里以为是艳阳高照，结果突然就是飞沙走石，这天气，你TM的是给我开玩笑呢吧！！！
157	尼玛！烦死。都什么思维，暴躁！不爽！都什么状况！[抓狂][抓狂][抓狂]
158	今天真不顺利。首先好好的中级职称挂出去了能有五千进账还信用卡，因为社保的事儿搁浅了。卧槽。大马签证的照片还不行！卧槽。然后又因为想陆续请假，现在特地表现，导致这会还没从单位走。卧槽。
159	勿忘心安
160	我怕我变成罗茜，等了那么多年的青春，最后只得到一个没有任何意义的答案。
161	昨夜思虑真的过度，折腾到两三点，今早六点又睁眼翻坐，不断猛咳，竟然都是血丝。
162	每次呆坐在电脑旁边就不知道干什么好每次想找东西总是会不由自主的被别的东西吸引走最后发现其实你什么都没做抓狂的还是自己
163	人最怕的是什么，最怕的是以后老无所依。
164	地位何在。
165	抛弃了工作恋上了床！！
166	我很享受现在的时光，每一天能够练琴，读书，上课，包括挤食堂。也许，就这短暂的时间，恰似是最最珍贵的。
167	好像没什么事值得高兴的
168	[噢耶]重新出山[噢耶]
169	是小贤子，蛋哥，老王，浩冉，我想你们啦！呜呜呜……
170	定期写画画体会的好处是：可以直接复制到书稿上
171	中国式……围观。今天中午，一男一女在操场打架，尽然有150人左右围观（在小学）
172	求陪自习，求陪玩~~[可怜]
173	很是讨厌写通讯稿之类的东东，领导们想要表达的东东，偶永远猜不透！[泪]
174	白色情人节的红血印
175	要幸福噢、嗯嗯。要学会珍惜拉
176	今天我和我哥们在街上看到一骑车美女，我本打算说：一个骑车的美女！结果说成一个骑美女的妞，我哥们暴笑
177	美国时间凌晨4：37，你们在睡觉，我在为我的梦想而奋斗。
178	不会再让爱的人为任性买单。
179	勤，第一次和别人那么系统地交流人生意义这么一个大命题。很感动，能让我在茫茫人海中再次遇见你😘Jimmy😘
180	我的一颗心，送给一个人。[哈哈]
181	97。我很
182	我认定、鉴定、肯定、确定我是真的被雨水淋透了，都湿透了~快要发芽了~快了~
183	2014年6月28日是我21年来最尴尬、最落魄、最别扭、最丢脸的一天[泪][泪][泪][泪][泪]但是还是很幸运地化解了这些最．．．．还是好伤心当时就想找个缝钻进去。[泪][泪]
184	想想想•••••••••想来想去•••••••发现其实是我想太多[失望]
185	每个人都有一个属于自己的故事。[泪][泪][泪]
186	在家宅不住。好想出去玩。
187	上课可以正大光明的玩电脑，这就是[可爱]
188	哭死我算了…也太倒霉科吧…T_T
189	周六没什么新闻！所以很无聊。
190	我们中心的企业服务微博开的太晚了，让很多企业错过了历次项目申报，且让大量中小企业在工商税务银行开户注册上也花了很多冤枉钱，我们在这里向他们深刻道歉，将积极弥补换取大家的谅解！[悲伤]
191	这两天中午睡觉做梦，满医院跑，最后都是护士来病房。[震惊]
192	哪个好心人给我充的话费
193	我或许没有资格怪你不懂我。你为我做的事情已够多。
194	「忙了一天很累，结果开门看到你笑着迎接我。」
195	忘记带钥匙出门~被锁在外面
196	一个年吸了好多二手烟
197	不知是心情不好才听许巍还是听许巍后心情平静了，反正刚刚好的感觉[害羞]
198	不要把你那邋遢的想法，强迫到我身上，既然你已经不想帮我了，我自己解决有错么？
199	求微博菊苣们告诉我怎么能让一些奇奇怪怪的人不转发我的微博阿
200	原来有些本未上心的事却会被人铭记感谢那么久
201	你终于来找我了。
202	学校是工地家里也是工地，电钻的声音没消停过，躺床上完全能感受到楼在颤抖
203	我也想背上包去旅行。
204	撺掇我表弟拍张腹肌照结果人家以大手机被没收了拿脑壳来拍拒绝了我
205	真的在这里有点待不下去了！恶心！恶心！恶心！
206	闷死了
207	我怎敢倒下,我身后空无一人。。
208	好无聊。。。。连电脑手机都不想玩了
209	好无聊
210	谈恋爱难道不是一天24小时随时随地都想知道对方在做什么吗空下来就迫不及待想跟那个心心念念的人交流哪怕发条短信简单的问候不是这样吗那到底是怎样呢互不理睬我很忙我很累没时间你体谅一下好吧别打扰我恩哦好然后就彼此不联系吧反正无所谓这样是想表达你不在我心上的意思吗
211	活了26个年头，突然发现，自己奋斗的都是些难以理解的空白事件。
212	高三毕业了，他考上了国内的一所大学，而她则选择了出国。不得不面对的离别。在北京机场，两人深情相拥，依依不舍。他默默注视着载她的飞机越飞越高、越飞越远…忽然，他发现飞机航行方向由西向东，且地磁场磁感线方向由南向北，问：飞机左翼势能高还是右翼势能高？
213	的一天。。。
214	有个小屁儿上次跟他爷爷来我家做客看到我家电脑就玩，真是没大没小的自己找上我家来玩来带同学！今天中午一个人在家，有人敲门去一开看到是他，啪的直接把门又关了。[哼][哼][哼][哼][哼]
215	这一刻发现原来我是这么自私说不出来有多讨厌现在的我一直以来都没考虑到你的感受
216	曼德拉出狱时，拜登不顾国会反对前往南非，见到曼德拉并没有沮丧，上前即问你不恨这些狱卒吗？不恨，他们在完成他们的任务，狱卒们为他送行，上来拥抱他，依依不舍。拜登见状由衷说出“天底下还有这么伟大的人”！曼德拉的名字每一个字母都有着他一生的价值追求，自由、平等、民主、不平凡！
217	我的男神他已结婚生子
218	尼玛熬夜看到现在竟然烂尾了！！！之前各种打击折磨虐的我眼泪稀里哗啦的竟然烂尾了！！！！
219	学会写歌也学会唱。
220	老公一直给我吃进口水果，他吃普通的，不同意，但是他坚决坚持。昨天兴高采烈的拿来我以前没吃过的水果给我，自己却坚决不吃，我迎着他得意的目光，有种被宠爱的幸福感[可爱][害羞]。
221	坦白说，我是忘不了，我也放不下。爱了，但那有什么用呢？爱了，或许爱还不够多吧。令人感觉孤零零、冷冷清清的是：如果需要且必要你愿意为ta去死，但是人家也未必愿意领你这份情。未来我真不知道会发生什么，我又迷茫了…
222	我想要的未来，有房子住，不用多大，最好窗外有阳光；早晚有酸奶，一天能吃上一个苹果，有锅给我煮汤，偶尔能逛逛公园，一年能陪爸妈几次；有工作，有本，有单反，有书看，有歌听；朋友偶尔奔过来聚一次，偶尔能到处走走。这样，就很幸福了。
223	黑黑的天空低垂亮亮的繁星相随虫儿飞虫儿飞你在思念谁
224	只有你能每天晚上对我说晚安叫我早点睡觉。[爱你]
225	突然手机里的歌渐渐停了，啊，难道是！有人打电话给我了，原来是我不小心按到什么语音控制--
226	”为，你吃了没””没有””噢，那我帮你叫餐了”没有反应时间”放p不就是多叫了一份没人认领”(这帮朋友已经互相了解得惨不忍睹了)
227	上午给裁缝打电话没打通！关机！。。。后来打通咯，我说今天面交，她说晚上8点东区面交吧，我说好。。。。。结果下午她有关机，企鹅不在线。。。我等到8点半，手机莫得电咯才回去，。。所以老子是被水咯么！！！！卧槽！！！！[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]
228	我怎么发了好几个错别字啊错字大王
229	在这里也白住了两个多月,是该换地方了,下周开始找房子
230	【老妈男神是发哥】Me：妈，要是我和周润发都掉到水里怎么办？Ma：救男神啊！Me：妈！我就在这呢！Ma：我知道啊！Me：说真的！你怎么办！Ma：男神啊！Me：给我个理由！Ma：你脂肪多自己会浮起来！Me：说！我亲妈在哪！
231	夜色颇好，出门走走。家门口有湖的确是件幸福的事儿。夜深之时，供我消遣，更显秀色。湖面霓虹倒映，随着暮气泛起阵阵微澜，五彩缤纷；湖边也幽静得很，偶有闲人，轻声慢步，也怕坏了湖的雅兴。此刻，吾独立栈桥，极目远望，细听潺水，静享天籁，种种纷扰瞬间被这夜色和微风消释了！夜，静了！
232	我能想到最浪漫的事
233	原谅我笑点低。
234	【公交车？私家车！】有些636公交车到达张江总站拒绝任何乘客上车也不说明原因；有的干脆直接开过。这哪是公交车？明明是私家车！连续遭遇两辆车拒载的我8：30到达张江总站却硬生生的迟到了！PS：这些出现拒载问题的司机估计是“临时工”。为缓解早高峰压力，636有可能临时从其它车队抽调司机。
235	好饿…眼睛进了东西弄不出来…睡不着…[伤心]
236	又要每天面对那个虚伪的女人…
237	灰熊走了盖伊现在看来只是成全了梅奥和托尼阿伦，为啥不使劲打内线！兰多夫的攻击力为啥缩水这么严重呢，是老毛病又犯了？还是真的老了？
238	老农刚进城就见广告牌上写着：小辣椒只需699！老农惊，以为自己看错了。继续前进，又看见一个广告牌：小米，1999！老农心想，是骗子？继续前进，突然又看见一个牌子，写着：苹果，优惠价4999！老农急忙掏出电话打给儿子：儿子，快回来种地吧，我们要发了！（转）
239	思恋一个人的滋味就像喝了一大杯冰水，然后用很长很长的时间流成热泪。
240	这天气就像女人一样，善变天气预报就像男人一样，不靠谱
241	朋友不一起共事，亲兄弟还都得明算账，如果朋友都分不清谁自己人的话，只顾自己的话，不要也中，
242	语文老师进来对大家说上课了已经回到座位[生病]玩手机的我没听清楚莫名其妙的说我在座位阿!!!全班爆笑!!!有谁看懂的?
243	其实偷偷看你也不错
244	最近太热，[挖鼻屎][挖鼻屎]逛街没心情，闲来无事偶然间打算出门买冰激凌，于是舍友们就……
245	在家无聊死了
246	其实很久很久不想开口唱歌了，今天唱着＂400首＂时心里觉得很甜蜜，这就是幸福罢，因为和主很亲近。
247	永远都是只要别人随便吆喝我一声我就立马打了鸡血似的秒回一大堆话然后就等不到下文了你如果真的爱我不是应该抱着手机等我的回复吗发完就闪留我独自等待揣测算什么好鸟活的好累你们都感受不到我的热情
248	今儿个听说所带班级会有两个韩国小女孩，心中顿时窃喜，终于能每天跟萌的一脸血的萝莉打交道了〜可又听说，她俩非常之普通，并无美丽之说，一阵小失落，心想也先整整再来啊〜PS：当然，人民教师是不应该以孩子的长相区别对待的，只是眼红那些分到韩国小帅哥的班级罢了[挖鼻屎]
249	一点也不心塞，很愉快
250	明天你要回来了，你的妈妈好高兴；知道你要出国，我决定换一套新的护肤品，好高兴；不管高兴不高兴都给我笑脸的爸爸，我爱你
251	最近容易被感动。被东方不败感动。被betterthanhallelujah感动。被林志炫浓稠的烟花易冷感动。
252	交朋友一定要交泰国朋友他们既有钱又大方因为他们见面第一句话就是：刷我滴卡……[哈哈][哈哈]
